User_Handle,User_Type,Anonymity_Class,Verified_Status,Handle_URL,Image_Path,Post_URL,Date,Post_Content,Linked_URL,Likes,Comments,Reposts,PreElection_Post, 
michneytierney,Individual,Identifiable,Unverified,https://www.threads.net/@michneytierney,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/362305263_999485897990158_8895984583374123629_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_ohc=ANgo6z98oqwQ7kNvgEM41Jr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDC6Nficupo9d7vtxHaI8Yfar_8oGtEuGLRz3FJTGBBEQ&oe=66E41C67&_nc_sid=10d13b,https://www.threads.net/@michneytierney/post/C9zKDqBICUN,24/07/2024,"As American living in the UK and still able to vote in US elections, I understood the assignment in 2016. In 2024, I wasn't going to vote, BUT I completely understand the assignment. Kamala has renewed my hopes. Kamala2024  ",,21,4,,No,
sheilasphoto,Individual,Partially Anonymous,Unverified,https://www.threads.net/@sheilasphoto,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358168655_1768827660198823_508577161036005039_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=gBHh_RimPq8Q7kNvgGEjiZS&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB34vv3Cvzeo5dPyfoYXo7sWChivAisyFgNlQvHnWnjlQ&oe=66E40948&_nc_sid=10d13b,https://www.threads.net/@sheilasphoto/post/C9HBGCzSWsN,07/07/2024,"Same in Australia where we have compulsory voting (well, it’s compulsory to actually turn up). Also having all elections on a Saturday helps with voter turnout.  Cannot quite understand why this does not happen in either the UK or the US, the latter being the most complex of procedures.  We also have preferential voting which the UK may look at in the future.  Like the UK, we voted out one of the most dysfunctional and corrupt RW governments in May 2022.  ",Replying to @meidastouch,14,2,1,No,
matthewsavides,Individual,Identifiable,Unverified,https://www.threads.net/@matthewsavides,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/452671049_336364679531768_411797708961520035_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=zSRGQFvLlS4Q7kNvgHi9Ymk&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBzJvGlXH0h14E3shR3_rjNXkyF7TJd1Rz_yyJ2Zh1a7w&oe=66E40E50&_nc_sid=10d13b,https://www.threads.net/@matthewsavides/post/CynbesFqbMf,20/10/2023,"As someone who covered politics and elections in South Africa for years, which is an environment more nuanced, grey-area'd and charged than the UK, I think people are reading too much into the ""if the by-election results were repeated across the UK this is what it would look like"". By-elections are a benchmark, yes, but they are not often replicated widely come general elections. Anyway, that's my 20p worth. That is all.  ",,12,3,1,Yes,
karlmorant,Individual,Identifiable,Unverified,https://www.threads.net/@karlmorant,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/457021392_2646117745595027_2125905109732986404_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=20VgIC9S8akQ7kNvgFWdq3V&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAhdu6x2AV-p17eGYhPV9uL5Cy35GpOMiIRuV-ZpFfrnQ&oe=66E3FEE1&_nc_sid=10d13b,https://www.threads.net/@karlmorant/post/C-h-rTsgxEb,11/08/2024,"Like the UK and Canada, Australia elects MPs. The Prime Minister is the party leader (or coalition leader)with the most seats. And yah, in Canada federal elections are usually about 45 days. ",Replying to @graeme_downunder,9,2,,No,
johnfriary,Individual,Identifiable,Unverified,https://www.threads.net/@johnfriary,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/433773179_1412863396288171_3965499940823238341_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=uqqSjFHeHxgQ7kNvgE7npni&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDTi2OeIpufeR4F5N_U9-q2IYIdNOkEyM5fRzNV7xbaug&oe=66E425CD&_nc_sid=10d13b,https://www.threads.net/@johnfriary/post/C9E9B2moDp0,06/07/2024,"Some further thoughts on the General Election  after the shock of the SNP results. The UK Unionist Media are already writing the Obituaries for the SNP and Independence movement hoping that it will become an elf fulfilling prophecy but perhaps not!
The Image below shows the projection of voters in Scotland by age and clearly in the 18-24 age group the SNP votes is still very strong.
In the next Scottish Parliament Elections in 2026 everyone over 16 will have a vote 
ALBA GU BRATH🏴󠁧󠁢󠁳󠁣󠁴󠁿  ",,11,3,1,No,
matthewsavides,Individual,Identifiable,Unverified,https://www.threads.net/@matthewsavides,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/452671049_336364679531768_411797708961520035_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=zSRGQFvLlS4Q7kNvgHi9Ymk&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBzJvGlXH0h14E3shR3_rjNXkyF7TJd1Rz_yyJ2Zh1a7w&oe=66E40E50&_nc_sid=10d13b,https://www.threads.net/@matthewsavides/post/CynbesFqbMf,20/10/2023,"As someone who covered politics and elections in South Africa for years, which is an environment more nuanced, grey-area'd and charged than the UK, I think people are reading too much into the ""if the by-election results were repeated across the UK this is what it would look like"". By-elections are a benchmark, yes, but they are not often replicated widely come general elections. Anyway, that's my 20p worth. That is all.  ",,12,3,1,Yes,
karlmorant,Individual,Identifiable,Unverified,https://www.threads.net/@karlmorant,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/457021392_2646117745595027_2125905109732986404_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=20VgIC9S8akQ7kNvgFWdq3V&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAhdu6x2AV-p17eGYhPV9uL5Cy35GpOMiIRuV-ZpFfrnQ&oe=66E3FEE1&_nc_sid=10d13b,https://www.threads.net/@karlmorant/post/C-h-rTsgxEb,11/08/2024,"Like the UK and Canada, Australia elects MPs. The Prime Minister is the party leader (or coalition leader)with the most seats. And yah, in Canada federal elections are usually about 45 days. ",Replying to @graeme_downunder,9,2,,No,
johnfriary,Individual,Identifiable,Unverified,https://www.threads.net/@johnfriary,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/433773179_1412863396288171_3965499940823238341_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=uqqSjFHeHxgQ7kNvgE7npni&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDTi2OeIpufeR4F5N_U9-q2IYIdNOkEyM5fRzNV7xbaug&oe=66E425CD&_nc_sid=10d13b,https://www.threads.net/@johnfriary/post/C9E9B2moDp0,06/07/2024,"Some further thoughts on the General Election  after the shock of the SNP results. The UK Unionist Media are already writing the Obituaries for the SNP and Independence movement hoping that it will become an elf fulfilling prophecy but perhaps not!
The Image below shows the projection of voters in Scotland by age and clearly in the 18-24 age group the SNP votes is still very strong.
In the next Scottish Parliament Elections in 2026 everyone over 16 will have a vote 
ALBA GU BRATH🏴󠁧󠁢󠁳󠁣󠁴󠁿  ",,11,3,1,No,
robhuttonwrites,Individual,Identifiable,Unverified,https://www.threads.net/@robhuttonwrites,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/420496734_392419736597105_3398694093170629218_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=GzZ3aF4214gQ7kNvgElLb0Z&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAQ4c43LFdGi5pSV6iQKO7WQwKw7FF-GBbnB-4QaAzerQ&oe=66E42596&_nc_sid=10d13b,https://www.threads.net/@robhuttonwrites/post/C3aVxkjsA45,16/02/2024,TOMORROW'S TAKES TODAY! Save time by reading our COMPLETE analysis of Why These By Elections Spell Disaster For Labour. thecritic.co.uk/they… ,thecritic.co.uk,15,1,4,Yes,
springfield_rider,Individual,Anonymous,Unverified,https://www.threads.net/@springfield_rider,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358507926_1430836371088223_94033244093521640_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Ois3WFWtCNIQ7kNvgHe2Tz-&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDvwEOXi2WGrjfHzbm8oRMApoqI1RaDxeN3dOND6aPuvQ&oe=66E42023&_nc_sid=10d13b,https://www.threads.net/@springfield_rider/post/C9Ia-Jguj3A,07/07/2024,France's left wing coalition appears to have pulled an upset in today's elections. UK Labour did it last week. Can American Democrats do it in November?,,13,,,No,
sajad_rasool,Individual,Identifiable,Unverified,https://www.threads.net/@sajad_rasool,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/358018109_816010323382259_7376645417429763599_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=hZtsXat86eUQ7kNvgFHJqm-&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBLljc2WFroGjHf2oZf15irH4h_5fewjUxGxtYWZUfqDw&oe=66E41783&_nc_sid=10d13b,https://www.threads.net/@sajad_rasool/post/C9AOxZZI5kS,04/07/2024,"Even though electoral politics isn't usually my thing, I made sure to cast my vote in today’s UK elections. This time, it felt essential, especially with civil society and pro-rights organizations working tirelessly to raise awareness and apply pressure concerning the genocide in Gaza.Palestine Solidarity Campaign UK has been an inspiration to reignite people’s movement.  ",,,,,Yes,
somersetyouthvoice,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@somersetyouthvoice,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/449629106_3700868820127988_5002468782778735764_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=dKa2LMIsF5sQ7kNvgEck8JQ&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCU6OpzLouhPtBa3zkR5aFwPWldW5IHgpyhEMbgLLcR0g&oe=66E41EA7&_nc_sid=10d13b,https://www.threads.net/@somersetyouthvoice/post/C3HlPUcMVB1,09/02/2024,"It’s easy to feel excluded from UK elections especially when impactful issues are voted for those over 18. Make Your Mark is your chance to be included. Make Your Mark, the UK’s biggest consultation for 11-18s, gives you the vote on the nation’s most pressing issues.",,,,,Yes,
sailesh.patel,Individual,Identifiable,Unverified,https://www.threads.net/@sailesh.patel,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/361138262_196463103407344_2273602170569055199_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=lH-DewiH4IAQ7kNvgHtwJO_&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBw5V1jhPxbRe8FSjqhFIvFaICp0zkAti2r2ory0T8oA&oe=66E428B0&_nc_sid=10d13b,https://www.threads.net/@sailesh.patel/post/C6MtFnACnMP,25/04/2024,I’ve learnt this lesson many times over the last few UK elections  ,,,,,Yes,
republicworld,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@republicworld,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/364353561_1293780567944180_5909715435931112042_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=tgB5A0kwVAwQ7kNvgEiQPk1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAkfI7Qx6y5uFrvTW1fcIdColOIv-WGbPQ6IIInPB8P-g&oe=66E4044F&_nc_sid=10d13b,https://www.threads.net/@republicworld/post/C6VkmhyS_R5,29/04/2024,"Overseas friends of BJP in UK organise 'Run for Modi' event in London amid Lok Sabha Elections
.
.
.
BJP | #LokSabhaElections | #LokSabhaElections2024 | #Elections2024 | #NarendraModi | #London | #LondonNews | #UKNews | #RepublicTV | #RepublicWorld | #RepublicDigital  ",,28,1,,Yes,
ndtv,Group/Organisation,Highly Identifiable,Verified,https://www.threads.net/@ndtv,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/358191033_1604515786747374_6578114114116504161_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=NeUhO-CdYF4Q7kNvgGUVjcu&_nc_gid=9e6d56f4c4264cc487f7cd24611d7948&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYABXWIJ04_E9M31Crk_taed-KIe95i8GFlg2Q4anWRrTg&oe=66E43055&_nc_sid=10d13b,https://www.threads.net/@ndtv/post/C9B0P15SiWG,05/07/2024,"#InPics | UK Elections 2024: The UK's Labour Party swept to power after winning the country's general election, crossing the 326-seat threshold for a working majority in the House of Commons. Keir Starmer will be Britain's next prime minister with his centre left Labour Party expected to win a huge majority in a parliamentary election, ending 14 years of often tumultuous Conservative government by trouncing Rishi Sunak's party. Link in bio ukelections2024 #keirstarmer #britain #labourparty",,4,,,No,
therealtrumpton,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@therealtrumpton,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/359100793_9755456991161212_5741955463712741722_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=skQ9SA8YMwcQ7kNvgHMQrnR&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAoxayV7NP0cl-M816eo580R37dZxxOkBC_ZY8M8J0oeQ&oe=66E409BA&_nc_sid=10d13b,https://www.threads.net/@therealtrumpton/post/C1zp5R-Mwa6,07/01/2024,"I have some lovely followers on here, smart, funny, thoughtful and with great taste in cartoons. I'm very grateful to all of you. This year we face a number of elections, most importantly in the UK. Let's make sure that we share, like and comment our way to a better government.",,233,2,23,Yes,
ameliarandallreformuk,Individual,Identifiable,Unverified,https://www.threads.net/@ameliarandallreformuk,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/442312912_3757193921228785_6101400847286151621_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=OvI8q4jWyikQ7kNvgHiaIL5&_nc_gid=54acb2e891e44872b5f17fe615c6acd1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCdZqiWDIJhTMAeWJyoz4iz6qLLGh7cXyvgOISItL2zrA&oe=66E42894&_nc_sid=10d13b,https://www.threads.net/@ameliarandallreformuk/post/C-vVOxToyhL,16/08/2024,"We are riding the stormy seas as a movement, continuing to float to higher levels and we are looking for people to grow our movement throughout the UK and stand with us in the upcoming local elections. #ReformUK #BritainNeedsReform #kent #britain  ",,2,,,No,
simplyopal,Individual,Identifiable,Unverified,https://www.threads.net/@simplyopal,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/430704920_2661687080664421_3512374383627365904_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=fDUKf7DXh7kQ7kNvgHTkje_&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBpURsN7s5EkuQCAwzkSPDSPah6jsIQB_ONSbEyCbjUQA&oe=66E41AEA&_nc_sid=10d13b,https://www.threads.net/@simplyopal/post/C7EZ26lIz22,17/05/2024,"The 2 main UK political parties always go on about how FPP elections are needed to give stable government.
So you would have thought that after 14 years of ""stability"" everyone would be happier, healthier and wealthier, and the government would be bragging about their achievements.
Instead... We have the UK in 2024, with nothing to show except almost everyone is poorer, less healthy and less satisfied.
GTTONow  ",,18,1,1,Yes,
council_estate_media,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@council_estate_media,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/454731757_387488034009594_6487253768017231580_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=Uh-lPdDKTzQQ7kNvgHk49ky&_nc_gid=54acb2e891e44872b5f17fe615c6acd1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDAaYvjWyq_61mnAfHjEBJ2XDdhyAx7UL3mwCKykiw8aQ&oe=66E41D55&_nc_sid=10d13b,https://www.threads.net/@council_estate_media/post/C_N5F4xMyzm,28/08/2024,"The West has always been anti-democratic, but now our rulers are not bothering to hide it. In recent decades, the West has focused on rigging elections abroad because our electorate was sufficiently brainwashed by the mainstream media. But now the empire is looking at rigging our elections, and when they can’t rig elections abroad, they resort to overthrowing leaders. councilestatemedia.uk/p/mac… ",councilestatemedia.uk,20,8,,No,
shyamali.dutta.90,Individual,Identifiable,Unverified,https://www.threads.net/@shyamali.dutta.90,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/426468108_401337595710291_2546361284308527917_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=5gN0PYTL_N8Q7kNvgFhb9Ft&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYByVpcg2ztI0XoDNFGy5HRksQfX1TXe7dfZ-16lmYRojw&oe=66E412E0&_nc_sid=10d13b,https://www.threads.net/@shyamali.dutta.90/post/C6jQOdSMAmt,04/05/2024,The Libdems have come second ahead of the Tories in the 2024 Local Elections. Great news for the UK. 🎉💪  ,,17,3,5,Yes,
itsjamespooley,Individual,Identifiable,Unverified,https://www.threads.net/@itsjamespooley,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358511635_284336940745728_931691921992389490_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_ohc=2HFXk83fwdEQ7kNvgFMJX2g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAfaTjiwkaAr6V3USg8X2Z5Np1SrkF7eCSWiqrS5ddLtg&oe=66E40C18&_nc_sid=10d13b,https://www.threads.net/@itsjamespooley/post/C2IKBe0Ru2l,15/01/2024,"I left the UK 23 years ago, and as a British citizen I wasn’t able to vote in recent elections, or in the referenda. The outcomes of those elections and votes has a huge impact on whether I come back to the UK in the future, and I was disenfranchised.  ",Replying to @josiah.mortimer,29,1,,Yes,
markmossley,Individual,Identifiable,Unverified,https://www.threads.net/@markmossley,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/443748427_457752163499354_3296059297457035356_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=fRxkjn82Fp0Q7kNvgH2fH8Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCHcFy6ulXehC5eI-pKDeRM90BZxbIpeGXbc2yBpVhkVA&oe=66E41EAD&_nc_sid=10d13b,https://www.threads.net/@markmossley/post/C6jz6sBLBOV,04/05/2024,"In the UK, we’ve just massively rejected the right wing Conservative Party in local elections. They’re going to be toast at the next general election, which has to be soon. It’s about time we were ahead of the curve and you followed us.  ",,22,1,,Yes,
bylineseast,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@bylineseast,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/357848001_1237503666969602_5629664502022932829_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_ohc=HHlJ567cgZAQ7kNvgGJwswy&_nc_gid=54acb2e891e44872b5f17fe615c6acd1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCdoMpvItTyxZPOBchNKXWKp_26mzKteLFMnhdaO5zDHw&oe=66E401E2&_nc_sid=10d13b,https://www.threads.net/@bylineseast/post/CvHH0ZyserO,25/07/2023,"Keir Starmer can point to the achievements of past Labour governments, made despite the quite modest promises before elections. -- Stephen McNair answers @PecksniffsDiary with a defence of Keir Starmer. #LabourPolicy",eastangliabylines.co.uk,14,4,6,Yes,
warrenoates1,Individual,Identifiable,Unverified,https://www.threads.net/@warrenoates1,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/376241385_1018624739484657_4702347216657980232_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Gyg0lyAEpFIQ7kNvgHshljT&_nc_gid=54acb2e891e44872b5f17fe615c6acd1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCbG48nb4m3TtsF0Nij_M84eAJnS_4OJfSXNHuE2uzPOQ&oe=66E4032A&_nc_sid=10d13b,https://www.threads.net/@warrenoates1/post/C8xu8YfCVt2,29/06/2024,"I have had the option to vote in 28 different elections with 36 votes 6 general elections
10 district/borough/unitary council elections in 4 areas / 5 wards
2 district/borough/unitary council by-elections in 2 areas / 2 wards
4 EU elections
4 PCC elections
1 voting referendum
1 EU referendum 21 I know how I voted
3 I suspect how I voted
4 I have no knowledge of if I voted",,11,8,,Yes,
vincelamb6,Individual,Identifiable,Unverified,https://www.threads.net/@vincelamb6,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/402900065_288301243582472_160436541612242987_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Nl8llcByEMEQ7kNvgH6eGkk&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYALblMTupC_GM7qT0aZ3owLoplYP5KPI1JL5p4_PLu6CQ&oe=66E42980&_nc_sid=10d13b,https://www.threads.net/@vincelamb6/post/C89oRF3xbB0,03/07/2024,"""John Oliver discusses the UK elections, who’s running, why people are so upset with the Tories, and the happiest surgeon in all of Lithuania"" — Last Week Tonight with John Oliver.
crazyeddiethemotie.blogspot.com/2024…  ",crazyeddiethemotie.blogspot.com,,,,Yes,
thelondoneconomic,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@thelondoneconomic,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358166381_1978572625868465_4564797339478997365_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=AJ-j0Q9ljMwQ7kNvgEu-1JQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYACBpCQHcGs-EPR23fkeCiqpj1WNeGectpscsc_u6czfA&oe=66E4294E&_nc_sid=10d13b,https://www.threads.net/@thelondoneconomic/post/C4iiwLkNpQO,15/03/2024,"This is starting to increasingly feel like we're in a hostage situation!
thelondoneconomic.com/polit…  ",thelondoneconomic.com,22,6,,Yes,
pattrea,Individual,Identifiable,Unverified,https://www.threads.net/@pattrea,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/361991806_764402398818717_6040422337191569571_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dpEZE-_RhDwQ7kNvgEXw7Rm&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDkvW7tvXCI5mdZvQnm6efZkjr5SxhlIa_Sl1-23pXV7w&oe=66E4189B&_nc_sid=10d13b,https://www.threads.net/@pattrea/post/C9J8fguNQlu,08/07/2024,"Only after results of UK elections were declared, did I realize why I was getting relentless dreams of ""400 Paar"" 🤣😅😂  ",,,,,No,
thelondoneconomic,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@thelondoneconomic,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/358166381_1978572625868465_4564797339478997365_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=105&_nc_ohc=AJ-j0Q9ljMwQ7kNvgEu-1JQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYACBpCQHcGs-EPR23fkeCiqpj1WNeGectpscsc_u6czfA&oe=66E4294E&_nc_sid=10d13b,https://www.threads.net/@thelondoneconomic/post/C4iiwLkNpQO,15/03/2024,"This is starting to increasingly feel like we're in a hostage situation!
thelondoneconomic.com/polit…  ",thelondoneconomic.com,22,6,,Yes,
pattrea,Individual,Identifiable,Unverified,https://www.threads.net/@pattrea,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/361991806_764402398818717_6040422337191569571_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dpEZE-_RhDwQ7kNvgEXw7Rm&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDkvW7tvXCI5mdZvQnm6efZkjr5SxhlIa_Sl1-23pXV7w&oe=66E4189B&_nc_sid=10d13b,https://www.threads.net/@pattrea/post/C9J8fguNQlu,08/07/2024,"Only after results of UK elections were declared, did I realize why I was getting relentless dreams of ""400 Paar"" 🤣😅😂  ",,,,,No,
stufalk,Individual,Identifiable,Unverified,https://www.threads.net/@stufalk,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/357909697_1666449183830236_3558436674914934791_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=DkRI04gFGpEQ7kNvgFZd2Tc&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCjJkEi0aC2O4UjL_ai8DnGyyiTtySzP06b6WNl4LlpNg&oe=66E42C71&_nc_sid=10d13b,https://www.threads.net/@stufalk/post/C9QumGtSwry,11/07/2024,"President Biden, Voters Want Change By Nicholas Kristof nytimes.com/2024…  ",nytimes.com,,,,No,
matureminx,Individual,Partially Anonymous,Unverified,https://www.threads.net/@matureminx,https://instagram.fcpq10-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fcpq10-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=rrnQjgEp0fgQ7kNvgE8CZ4k&_nc_gid=af10c14301e446709c54c01a3900bf93&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYCqzfb1YPRsjJxM848qpyO069liPBaJO5-CkQ_JjXjhkA&oe=66E4108F&_nc_sid=65462d,https://www.threads.net/@matureminx/post/Cx241cyK8K_,01/10/2023,"Ah, thank you. It is very different to UK system. Here if a party wins the elections, they have a lot of kudos but of course the opposition can always block, but the biggest issue in UK is the house of lords & they block practically every tory policies/laws.  ",Replying to @bluewave_maureen,2,,,Yes,
fife4eu,Group/Organisation,Identifiable,Unverified,https://www.threads.net/@fife4eu,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/359664189_973167840474080_1063148236693302955_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=me6I7mll8bQQ7kNvgEyj5rd&_nc_gid=54acb2e891e44872b5f17fe615c6acd1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAwMFZELo1uD7CK6KgUS2ApyWSPl_KQDV1LL7KISJq5xg&oe=66E41631&_nc_sid=10d13b,https://www.threads.net/@fife4eu/post/C2-gZqos4Kb,05/02/2024,"Prospect Magazine: Brexit hasn't gone away. Just look at the polls
prospectmagazine.co.uk/polit…  ",prospectmagazine.co.uk,10,1,3,Yes,
